team,season_year,games_played,avg_points,avg_3pm,avg_assists,avg_steals,avg_blocks,avg_def_reb,avg_turnovers,win_pct,rank_offense,rank_defense
New Jersey Nets,1988,85,101.8,1.9,21.6,9.1,4.6,28.2,16.8,30.6,22,18
Sacramento Kings,1988,79,104.8,2.1,24.3,7.8,5.4,29.6,16.4,29.1,18,10
San Antonio Spurs,1988,87,111.0,1.4,27.4,10.0,5.0,27.1,17.8,28.7,5,15
Los Angeles Clippers,1988,86,101.7,0.8,23.3,9.0,6.5,29.4,19.9,22.1,23,3
Los Angeles Lakers,1987,98,117.3,2.0,28.9,8.1,5.9,30.9,16.1,79.6,1,2
Boston Celtics,1987,102,113.5,2.7,29.3,6.8,5.7,31.0,15.4,67.6,4,9
Atlanta Hawks,1987,91,107.6,1.2,25.4,8.3,6.5,29.8,15.2,67.0,13,5
Detroit Pistons,1987,95,112.8,0.6,25.3,7.4,5.2,31.6,15.9,66.3,6,7
Dallas Mavericks,1987,83,113.4,2.5,24.0,7.7,5.4,30.2,14.0,65.1,5,10
Portland Trail Blazers,1987,82,117.1,1.1,29.2,8.9,4.5,29.7,18.0,58.5,2,14
Milwaukee Bucks,1987,89,111.0,2.1,25.7,9.8,4.8,28.7,14.7,58.4,10,10
Houston Rockets,1987,90,107.4,1.2,25.9,7.7,6.7,30.5,16.5,55.6,14,2
Philadelphia 76ers,1987,82,105.7,1.2,23.2,9.3,6.0,28.0,17.5,52.4,18,10
Indiana Pacers,1987,83,106.1,1.6,26.2,7.7,3.9,30.1,15.5,49.4,17,20
Denver Nuggets,1987,82,116.6,1.3,29.1,9.7,5.4,29.4,15.0,48.8,3,6
Chicago Bulls,1987,84,104.9,1.2,26.6,8.8,5.2,28.8,14.8,48.8,21,15
Seattle SuperSonics,1987,96,112.1,2.6,26.7,8.6,5.1,28.7,16.9,47.9,8,16
Utah Jazz,1987,86,106.9,1.7,27.4,9.9,7.9,30.3,17.0,47.7,16,1
Washington Bullets,1987,81,105.5,0.6,21.5,9.1,8.1,27.7,15.8,44.4,19,2
San Antonio Spurs,1987,77,112.4,1.6,28.2,9.0,4.8,30.1,17.5,42.9,7,8
Phoenix Suns,1987,77,110.3,0.7,28.4,8.3,5.0,29.0,17.5,42.9,11,17
Golden State Warriors,1987,85,110.0,1.3,25.6,8.4,3.8,28.1,16.2,38.8,12,23
Cleveland Cavaliers,1987,80,104.2,1.0,23.6,8.9,6.3,28.1,18.8,37.5,22,10
Sacramento Kings,1987,82,111.8,1.1,27.3,6.3,4.9,30.3,17.6,34.1,9,21
New York Knicks,1987,79,105.1,1.8,24.4,9.8,5.0,25.9,18.0,30.4,20,22
New Jersey Nets,1987,80,107.3,1.7,24.0,8.4,5.0,28.6,19.6,26.3,15,19
Los Angeles Clippers,1987,78,102.9,1.2,24.5,9.6,5.8,26.9,17.5,20.5,23,17
Boston Celtics,1986,99,113.6,2.1,28.8,7.3,6.4,32.6,15.8,79.8,5,2
Los Angeles Lakers,1986,94,115.9,1.9,29.8,9.4,5.2,30.4,16.9,71.3,2,5
Atlanta Hawks,1986,88,111.1,0.8,25.9,8.5,5.5,30.3,16.1,67.0,8,7
Milwaukee Bucks,1986,92,111.1,1.8,25.0,9.3,5.6,28.6,15.5,66.3,8,10
Detroit Pistons,1986,80,111.8,0.6,26.7,8.6,4.2,31.2,16.1,61.3,7,8
Philadelphia 76ers,1986,93,109.7,0.6,24.3,9.9,6.9,29.4,19.0,61.3,11,3
Dallas Mavericks,1986,91,115.9,2.2,25.4,8.1,4.6,29.6,15.1,59.3,2,15
Houston Rockets,1986,98,109.5,0.9,28.2,9.2,6.9,29.2,15.9,56.1,12,4
Utah Jazz,1986,82,107.2,1.0,26.9,8.8,8.1,30.2,17.5,54.9,16,1
Denver Nuggets,1986,91,114.5,0.9,26.1,9.1,4.6,28.7,14.9,50.5,4,14
Portland Trail Blazers,1986,82,116.2,1.1,27.8,10.1,4.3,28.7,18.5,48.8,1,12
Washington Bullets,1986,86,103.4,1.2,20.6,8.0,8.4,28.6,16.0,46.5,22,5
Golden State Warriors,1986,79,113.6,1.2,24.6,9.3,4.1,28.8,16.6,44.3,5,17
Sacramento Kings,1986,82,108.4,0.3,27.6,7.0,5.5,29.5,17.4,43.9,13,19
Seattle SuperSonics,1986,78,107.6,1.1,24.4,9.2,4.1,27.7,17.1,43.6,15,21
Phoenix Suns,1986,83,110.5,0.5,28.0,9.4,4.5,28.8,20.3,42.2,10,13
Chicago Bulls,1986,79,106.5,0.6,24.3,7.9,4.8,28.4,16.6,39.2,19,20
Indiana Pacers,1986,81,104.3,0.4,26.4,8.4,4.3,30.9,16.6,38.3,21,9
Cleveland Cavaliers,1986,79,105.8,1.7,24.7,7.7,5.8,29.8,17.7,35.4,20,11
New Jersey Nets,1986,80,106.9,0.8,24.9,8.4,4.2,29.5,18.7,33.8,18,18
Los Angeles Clippers,1986,78,107.0,0.9,24.0,8.1,5.8,26.7,17.5,32.1,17,22
San Antonio Spurs,1986,83,108.3,0.8,26.6,9.9,4.3,28.1,18.3,28.9,14,15
New York Knicks,1986,80,99.7,0.9,23.1,8.2,3.9,26.8,17.2,26.3,23,23
Los Angeles Lakers,1985,99,121.4,1.3,32.2,8.1,5.3,33.0,17.7,80.8,1,3
Boston Celtics,1985,101,113.0,1.4,27.8,8.6,5.8,31.8,16.8,72.3,9,5
Milwaukee Bucks,1985,91,114.2,1.4,26.6,10.1,5.4,28.8,18.1,68.1,7,13
Philadelphia 76ers,1985,96,110.8,0.8,24.3,10.0,6.0,28.9,18.3,63.5,12,7
Denver Nuggets,1985,97,119.6,1.2,27.9,10.5,5.7,28.2,17.2,61.9,2,12
Houston Rockets,1985,88,114.4,0.7,27.1,8.7,6.7,30.9,17.6,59.1,6,4
San Antonio Spurs,1985,87,112.2,0.5,28.3,10.3,4.9,29.6,20.0,55.2,10,8
Portland Trail Blazers,1985,95,115.7,0.9,26.8,9.8,5.2,28.7,18.4,54.7,4,14
New Jersey Nets,1985,86,110.5,0.5,26.4,9.1,4.9,31.8,19.5,54.7,14,6
Detroit Pistons,1985,92,116.4,0.6,27.9,9.1,4.2,29.4,16.6,54.3,3,15
Dallas Mavericks,1985,85,114.2,1.9,26.5,6.9,3.8,30.3,16.6,51.8,7,20
Utah Jazz,1985,93,109.1,0.8,26.5,9.5,7.6,30.6,18.9,50.5,15,1
Cleveland Cavaliers,1985,90,110.6,1.4,25.9,8.1,5.6,30.9,17.4,50.0,13,10
Atlanta Hawks,1985,80,105.0,0.8,23.9,9.1,4.5,27.9,19.1,45.0,20,18
Washington Bullets,1985,84,104.9,1.2,24.3,7.9,7.2,29.4,16.7,44.0,21,11
Chicago Bulls,1985,89,108.8,0.8,23.8,6.8,5.1,27.5,16.8,40.4,16,22
Kansas City Kings,1985,53,115.7,0.6,30.7,,2.0,,18.0,37.7,4,23
Phoenix Suns,1985,82,108.2,0.8,28.0,9.1,4.5,31.2,21.7,35.4,18,9
Seattle SuperSonics,1985,82,103.4,0.9,26.3,9.4,4.3,28.0,18.8,35.4,22,17
Los Angeles Clippers,1985,81,108.3,0.8,24.1,8.9,5.9,27.5,18.6,34.6,17,16
New York Knicks,1985,80,101.5,0.8,23.5,8.1,4.4,27.1,17.7,28.7,23,21
Indiana Pacers,1985,82,106.6,0.4,24.8,8.8,5.2,32.8,20.4,28.0,19,2
Golden State Warriors,1985,86,111.6,1.3,22.3,9.2,4.4,27.5,17.1,27.9,11,19
Boston Celtics,1984,105,112.9,0.8,25.8,8.8,5.3,29.5,16.5,75.2,5,6
Los Angeles Lakers,1984,106,115.6,0.8,29.8,8.9,5.7,29.5,16.7,67.0,3,5
Philadelphia 76ers,1984,89,109.1,0.4,24.5,10.3,7.5,28.8,20.4,64.0,12,3
Milwaukee Bucks,1984,101,106.3,1.0,25.1,,4.7,,20.2,61.4,18,8
Detroit Pistons,1984,88,115.6,0.4,26.6,14.3,5.5,,19.2,58.0,3,8
New Jersey Nets,1984,94,107.8,0.7,24.8,10.1,5.8,,19.4,54.3,15,8
Denver Nuggets,1984,86,122.0,1.0,28.8,14.0,3.0,,22.0,52.3,1,8
Phoenix Suns,1984,100,109.9,1.1,28.0,8.0,6.0,33.0,21.0,52.0,11,2
Portland Trail Blazers,1984,85,112.9,0.3,25.7,18.0,3.3,,17.3,50.6,5,8
Dallas Mavericks,1984,92,108.2,0.8,25.1,9.7,6.0,27.0,19.7,50.0,14,7
Seattle SuperSonics,1984,90,104.6,0.3,26.4,,12.0,,24.0,50.0,20,8
New York Knicks,1984,97,106.9,0.6,24.7,7.0,3.7,,21.2,49.5,16,8
Utah Jazz,1984,94,111.2,1.4,25.4,6.5,8.0,,20.7,47.9,7,8
San Antonio Spurs,1984,82,120.4,0.9,29.1,,7.0,,17.0,47.6,2,8
Washington Bullets,1984,89,102.2,1.1,26.1,10.8,4.0,,20.5,44.9,23,8
Atlanta Hawks,1984,88,104.0,0.4,23.0,10.0,8.0,,18.6,44.3,21,8
Houston Rockets,1984,82,110.6,0.5,27.1,11.0,13.0,30.0,20.0,42.7,9,1
Kansas City Kings,1984,85,110.4,0.8,25.7,,,,,42.4,10,8
Golden State Warriors,1984,79,109.0,0.9,22.3,16.0,6.0,,20.3,40.5,13,8
San Diego Clippers,1984,50,111.2,0.3,24.2,,2.0,,25.0,38.0,7,8
Chicago Bulls,1984,86,105.3,0.3,25.1,7.3,6.8,32.0,20.7,36.0,19,4
Indiana Pacers,1984,84,106.5,0.5,26.1,11.0,4.8,,24.0,32.1,17,8
Cleveland Cavaliers,1984,79,103.4,0.5,24.1,7.8,4.8,,17.0,31.6,22,8
Philadelphia 76ers,1983,94,109.1,0.3,23.7,9.0,7.5,27.5,18.9,78.7,12,5
Boston Celtics,1983,91,110.5,0.7,26.5,14.5,6.7,28.0,16.4,65.9,8,2
Los Angeles Lakers,1983,95,114.0,0.4,30.2,9.8,6.8,28.2,18.1,64.2,4,3
Milwaukee Bucks,1983,89,104.8,0.5,25.8,9.0,6.0,25.3,15.1,59.6,18,7
Phoenix Suns,1983,85,109.5,0.7,28.0,,5.0,,21.0,58.8,11,10
New York Knicks,1983,89,103.4,0.6,24.4,7.0,4.4,25.0,16.9,58.4,20,9
Portland Trail Blazers,1983,90,110.2,0.5,25.0,7.5,4.0,26.5,15.0,57.8,9,8
San Antonio Spurs,1983,92,117.2,1.2,28.6,7.8,6.1,36.2,18.9,54.3,2,1
New Jersey Nets,1983,85,108.2,0.3,27.0,9.0,11.2,,19.7,54.1,14,10
Denver Nuggets,1983,92,123.3,0.5,29.7,10.3,3.8,30.0,16.7,53.3,1,4
Atlanta Hawks,1983,87,101.1,0.5,22.6,9.0,7.8,,18.0,52.9,22,10
Dallas Mavericks,1983,84,112.0,0.5,27.3,,5.0,,20.0,50.0,7,10
Washington Bullets,1983,82,101.2,0.9,25.4,5.0,4.3,,20.8,50.0,21,10
Kansas City Kings,1983,84,113.0,0.7,27.0,9.5,4.3,,20.5,48.8,5,10
Utah Jazz,1983,81,112.9,0.7,27.3,7.0,5.0,,17.0,46.9,6,10
Detroit Pistons,1983,80,114.8,0.9,26.7,10.0,8.7,,16.8,46.3,3,10
Seattle SuperSonics,1983,82,109.8,0.3,27.9,,6.0,,20.5,46.3,10,10
Golden State Warriors,1983,85,107.9,0.5,22.7,,4.5,,24.0,38.8,15,10
Chicago Bulls,1983,79,107.2,0.4,25.5,7.0,6.2,,19.0,38.0,17,10
San Diego Clippers,1983,83,108.4,0.6,24.9,,6.0,,,36.1,13,10
Cleveland Cavaliers,1983,84,98.9,0.4,21.6,3.0,4.0,,17.5,33.3,23,10
Houston Rockets,1983,84,104.2,0.6,24.8,,5.5,,18.5,26.2,19,10
Indiana Pacers,1983,81,107.3,0.7,25.2,11.0,6.2,26.0,21.2,19.8,16,6
Boston Celtics,1982,95,113.1,0.5,26.0,8.3,7.3,,17.5,73.7,3,13
Los Angeles Lakers,1982,96,115.5,0.1,30.3,12.3,7.8,29.0,19.9,71.9,2,1
Philadelphia 76ers,1982,104,110.8,0.5,27.3,9.9,7.4,25.3,17.6,69.2,7,4
Seattle SuperSonics,1982,93,107.4,0.5,25.7,7.0,3.5,21.0,16.5,64.5,15,11
Milwaukee Bucks,1982,91,109.1,0.7,25.5,9.2,5.9,27.0,18.5,62.6,12,5
New Jersey Nets,1982,85,107.0,0.5,25.4,12.8,5.4,25.0,21.6,58.8,16,3
San Antonio Spurs,1982,96,112.0,0.9,26.3,5.7,7.5,34.0,16.0,56.3,6,2
Washington Bullets,1982,90,102.9,0.7,24.7,7.3,4.1,,19.1,55.6,20,13
Phoenix Suns,1982,91,106.4,0.5,26.4,8.5,7.3,24.0,20.8,54.9,17,6
Denver Nuggets,1982,86,126.5,0.5,27.7,,5.5,,20.0,53.5,1,13
Atlanta Hawks,1982,85,101.6,0.4,23.0,9.5,7.5,,15.2,51.8,22,13
Portland Trail Blazers,1982,86,108.6,0.3,24.8,8.0,4.0,,14.5,51.2,13,13
Detroit Pistons,1982,84,112.5,0.6,24.0,7.5,4.9,27.0,21.1,50.0,5,7
Golden State Warriors,1982,84,109.5,0.7,24.2,3.0,5.5,,16.5,48.8,10,13
Houston Rockets,1982,84,102.8,0.7,22.8,5.0,4.3,30.0,15.7,46.4,21,8
Kansas City Kings,1982,80,110.2,0.4,26.0,9.3,4.4,,,45.0,9,13
Dallas Mavericks,1982,81,108.0,0.6,27.4,5.7,4.7,19.0,17.5,40.7,14,12
Chicago Bulls,1982,82,110.7,0.7,24.7,5.7,6.1,23.5,19.8,39.0,8,10
Indiana Pacers,1982,81,103.7,1.0,26.9,8.2,5.8,,13.4,37.0,18,13
New York Knicks,1982,82,103.1,0.5,25.6,7.0,3.5,26.0,19.0,35.4,19,9
Utah Jazz,1982,85,112.9,0.5,25.6,7.0,5.8,,17.5,31.8,4,13
San Diego Clippers,1982,85,109.2,1.0,24.7,9.3,3.2,,22.3,18.8,11,13
Cleveland Cavaliers,1982,82,101.2,0.3,21.4,9.5,3.1,,13.4,15.9,23,13
Boston Celtics,1981,91,108.0,0.6,23.0,6.7,6.5,30.7,18.3,73.6,9,2
Milwaukee Bucks,1981,79,109.9,0.3,31.0,,4.5,,15.0,70.9,7,5
Los Angeles Lakers,1981,75,111.8,0.1,,,,,,70.7,4,5
Philadelphia 76ers,1981,86,111.1,0.2,28.6,14.0,7.3,,19.6,69.8,6,5
San Antonio Spurs,1981,77,111.3,0.3,20.0,,8.0,,17.0,62.3,5,5
Phoenix Suns,1981,77,106.8,0.6,21.0,,4.0,,22.0,58.4,11,5
Portland Trail Blazers,1981,73,112.1,0.3,,,,,,57.5,3,5
New York Knicks,1981,76,105.6,0.8,24.7,10.0,2.0,,25.0,52.6,14,5
Indiana Pacers,1981,75,104.7,0.9,23.0,,7.5,,20.0,52.0,16,5
Denver Nuggets,1981,74,123.6,0.3,32.0,,1.0,,29.0,51.4,1,5
Chicago Bulls,1981,79,106.9,0.5,21.3,9.0,6.3,30.0,22.3,50.6,10,1
Houston Rockets,1981,95,103.5,0.3,19.3,7.4,5.3,24.0,14.7,50.5,21,4
Washington Bullets,1981,72,105.3,0.6,22.0,8.0,3.0,,18.0,48.6,15,5
Seattle SuperSonics,1981,72,104.4,0.3,26.0,,5.0,,12.0,48.6,17,5
Kansas City Kings,1981,85,103.8,0.6,28.0,,6.0,,21.0,48.2,20,5
Golden State Warriors,1981,71,112.4,1.3,22.0,,7.0,,18.0,47.9,2,5
San Diego Clippers,1981,71,109.0,1.6,30.0,9.0,4.0,25.0,18.0,35.2,8,3
Atlanta Hawks,1981,71,101.9,0.2,19.7,12.0,6.3,,19.0,35.2,22,5
Detroit Pistons,1981,73,104.0,0.3,20.0,11.0,6.5,,27.0,32.9,18,5
New Jersey Nets,1981,71,105.9,0.3,21.0,8.0,5.0,,23.0,32.4,13,5
Utah Jazz,1981,72,100.9,0.4,,,,,,30.6,23,5
Cleveland Cavaliers,1981,71,106.1,0.8,23.3,,3.7,,16.3,29.6,12,5
Dallas Mavericks,1981,70,103.9,0.7,,,,,,24.3,19,5
Philadelphia 76ers,1980,102,108.8,0.3,31.0,9.3,10.0,27.7,15.2,75.5,10,2
Boston Celtics,1980,90,111.8,1.5,,,,,,73.3,4,3
Los Angeles Lakers,1980,98,113.1,0.3,26.7,9.2,6.2,34.2,20.0,71.4,2,1
Phoenix Suns,1980,91,111.4,0.9,,,,,,70.3,5,3
Milwaukee Bucks,1980,88,110.6,0.6,,,18.0,,,65.9,8,3
San Antonio Spurs,1980,87,115.7,0.5,,,,,,56.3,1,3
New York Knicks,1980,80,111.2,0.6,,,,,,56.3,6,3
Seattle SuperSonics,1980,97,106.1,0.7,,,,,,54.6,16,3
Atlanta Hawks,1980,86,103.1,0.2,,,,,,51.2,21,3
Kansas City Kings,1980,86,106.4,0.5,,,,,,50.0,14,3
Indiana Pacers,1980,83,110.9,0.8,,,,,,49.4,7,3
Houston Rockets,1980,90,108.5,1.2,,,,,,46.7,12,3
Portland Trail Blazers,1980,84,106.0,0.3,,,,,,46.4,17,3
Washington Bullets,1980,88,105.6,1.1,,,,,,45.5,19,3
Chicago Bulls,1980,84,109.0,0.8,,,,,,44.0,9,3
San Diego Clippers,1980,80,105.7,2.0,,,,,,41.3,18,3
Golden State Warriors,1980,83,106.4,0.3,,,,,,39.8,14,3
Cleveland Cavaliers,1980,83,107.5,0.5,,,,,,37.3,13,3
New Jersey Nets,1980,84,108.7,0.8,,,,,,36.9,11,3
Denver Nuggets,1980,79,112.9,0.8,,,,,,36.7,3,3
Utah Jazz,1980,82,102.8,0.8,,,,,,34.1,22,3
Detroit Pistons,1980,82,103.9,0.6,,22.0,21.0,,,19.5,20,3
Dallas Mavericks,1980,41,98.4,0.4,,,,,,12.2,23,3
Seattle SuperSonics,1979,103,106.9,0.7,23.6,7.6,7.8,32.4,15.2,67.0,18,1
Phoenix Suns,1979,99,110.4,0.5,51.0,,,,,61.6,9,3
Atlanta Hawks,1979,94,107.2,0.1,,,,,,60.6,17,3
Philadelphia 76ers,1979,95,109.0,0.2,,,,,,58.9,13,3
Los Angeles Lakers,1979,94,112.9,0.2,,,,,,58.5,3,3
Kansas City Kings,1979,93,111.4,0.2,,,,,,54.8,5,3
Washington Bullets,1979,99,108.6,0.6,20.6,5.8,4.6,30.2,16.0,54.5,15,2
Milwaukee Bucks,1979,83,112.6,0.6,,,,,,54.2,4,3
San Antonio Spurs,1979,97,117.5,0.5,,,,,,53.6,1,3
San Diego Clippers,1979,84,111.3,1.8,,,,,,53.6,8,3
Boston Celtics,1979,86,109.9,1.8,,,,,,52.3,10,3
Portland Trail Blazers,1979,92,104.5,0.2,,,17.0,,,52.2,21,3
Indiana Pacers,1979,85,109.0,0.7,,,19.0,,,51.8,13,3
Houston Rockets,1979,87,114.0,0.4,,,,,,51.7,2,3
Denver Nuggets,1979,89,109.1,0.9,,,,,,50.6,12,3
Cleveland Cavaliers,1979,86,111.4,0.5,,,,,,40.7,5,3
New Jersey Nets,1979,88,105.7,0.9,,,,,,39.8,19,3
Golden State Warriors,1979,84,103.1,0.3,,,,,,38.1,22,3
New York Knicks,1979,84,111.4,0.3,,,,,,36.9,5,3
Chicago Bulls,1979,83,105.7,0.5,,,,,,33.7,19,3
Detroit Pistons,1979,85,109.4,0.4,,,,,,32.9,11,3
New Orleans Jazz,1979,45,108.0,,,,,,,31.1,16,3
Philadelphia 76ers,1978,93,113.6,,,24.0,,,,66.7,3,3
Seattle SuperSonics,1978,101,105.5,,17.3,5.7,7.0,31.9,18.0,64.4,21,1
San Antonio Spurs,1978,90,116.7,,,,,,,63.3,1,3
Los Angeles Lakers,1978,88,113.1,,,,,,,60.2,4,3
Phoenix Suns,1978,88,114.3,,,,,,,59.1,2,3
Washington Bullets,1978,106,111.9,,23.0,7.9,4.6,31.4,14.6,58.5,6,2
Portland Trail Blazers,1978,90,105.6,,,,,,,56.7,19,3
Golden State Warriors,1978,83,106.5,,,,,,,55.4,15,3
Denver Nuggets,1978,97,111.2,,,,,,,51.5,7,3
Atlanta Hawks,1978,86,106.3,,,,,,,50.0,18,3
New York Knicks,1978,92,111.2,,,,,,,48.9,7,3
Milwaukee Bucks,1978,93,112.0,,53.0,,,,,47.3,5,3
Kansas City Kings,1978,82,110.8,,,,,,,46.3,9,3
Cleveland Cavaliers,1978,86,105.6,,,,,,,45.3,19,3
New Orleans Jazz,1978,85,108.0,,49.0,,,,,43.5,11,3
Chicago Bulls,1978,84,103.2,,,,,,,41.7,22,3
Boston Celtics,1978,82,106.4,,,,,,,41.5,17,3
Detroit Pistons,1978,85,110.6,,,,,,,41.2,10,3
Houston Rockets,1978,83,106.5,,,,,,,41.0,15,3
New Jersey Nets,1978,82,107.8,,,,,,,40.2,12,3
Indiana Pacers,1978,86,107.4,,,,,,,32.6,13,3
Buffalo Braves,1978,49,106.6,,,,,,,28.6,14,3
Portland Trail Blazers,1977,98,111.2,,28.0,10.7,6.2,38.0,,68.4,4,1
Philadelphia 76ers,1977,102,111.8,,22.7,11.8,4.7,32.8,,62.7,3,2
Washington Bullets,1977,92,107.7,,,,,,,62.0,11,3
Chicago Bulls,1977,90,101.9,,,,,,,60.0,21,3
Denver Nuggets,1977,89,112.2,,,,,,,56.2,2,3
Los Angeles Lakers,1977,93,105.9,,,,,,,55.9,13,3
San Antonio Spurs,1977,85,114.8,,,,,,,52.9,1,3
Golden State Warriors,1977,96,108.1,,,,,,,52.1,10,3
Houston Rockets,1977,97,105.6,,,,,,,50.5,14,3
New York Knicks,1977,84,110.4,,,,,,,50.0,6,3
Cleveland Cavaliers,1977,85,102.0,,,,,,,49.4,20,3
Milwaukee Bucks,1977,84,111.0,,,,,,,48.8,5,3
Detroit Pistons,1977,83,107.7,,,,,,,48.2,11,3
Phoenix Suns,1977,86,108.2,,,24.0,,,,47.7,9,3
Seattle SuperSonics,1977,82,103.2,,,,,,,47.6,17,3
Kansas City Kings,1977,80,109.2,,,,,,,46.3,7,3
Boston Celtics,1977,93,104.0,,,,,,,46.2,16,3
Atlanta Hawks,1977,80,102.9,,,,,,,45.0,19,3
Indiana Pacers,1977,77,109.0,,,21.0,,,,44.2,8,3
New Orleans Jazz,1977,81,104.6,,,,,,,38.3,15,3
Buffalo Braves,1977,81,103.2,,,,,,,35.8,17,3
New York Nets,1977,50,94.2,,,,,,,20.0,22,3
Golden State Warriors,1976,95,111.8,,,,,,,62.1,1,3
Boston Celtics,1976,102,104.9,,23.5,6.8,1.7,40.0,,60.8,11,1
Cleveland Cavaliers,1976,95,100.3,,,,,,,60.0,17,3
Portland Trail Blazers,1976,84,108.1,,,,,,,57.1,2,3
Washington Bullets,1976,90,103.1,,,,,,,55.6,15,3
Houston Rockets,1976,82,108.0,,,,,,,53.7,3,3
Philadelphia 76ers,1976,85,107.6,,,,,,,51.8,4,3
New Orleans Jazz,1976,86,106.6,,,,,,,51.2,8,3
Seattle SuperSonics,1976,90,107.0,,,,,,,50.0,6,3
Los Angeles Lakers,1976,80,106.8,,,,,,,50.0,7,3
Phoenix Suns,1976,102,104.5,,21.2,9.2,3.5,30.3,,50.0,13,2
New York Knicks,1976,78,104.4,,,,,,,50.0,14,3
Buffalo Braves,1976,91,107.5,,,,,,,49.5,5,3
Detroit Pistons,1976,96,106.6,,,,,,,49.0,8,3
Kansas City Kings,1976,86,104.7,,,,,,,43.0,12,3
Milwaukee Bucks,1976,89,105.5,,,,,,,39.3,10,3
Chicago Bulls,1976,79,97.3,,,,,,,34.2,18,3
Atlanta Hawks,1976,89,102.6,,,,,,,27.0,16,3
Boston Celtics,1975,89,107.1,,,,,,,74.2,1,3
Golden State Warriors,1975,95,106.8,,20.5,13.8,8.0,35.8,,63.2,2,1
Washington Bullets,1975,95,103.0,,21.0,11.3,5.0,30.0,,61.1,8,2
Buffalo Braves,1975,88,106.2,,,,,,,55.7,3,3
Seattle SuperSonics,1975,91,103.0,,,,,,,53.8,8,3
Kansas City-Omaha Kings,1975,50,101.0,,,,,,,52.0,15,3
Philadelphia 76ers,1975,79,102.0,,,,,,,51.9,11,3
Chicago Bulls,1975,93,97.5,,,,,,,48.4,18,3
Cleveland Cavaliers,1975,83,99.7,,,,,,,48.2,17,3
Houston Rockets,1975,86,103.4,,,,,,,46.5,7,3
Milwaukee Bucks,1975,80,100.3,,,,,,,46.3,16,3
Detroit Pistons,1975,79,101.9,,,,,,,44.3,14,3
Los Angeles Lakers,1975,82,105.9,,,,,,,43.9,4,3
New York Knicks,1975,87,102.1,,,,,,,43.7,10,3
Atlanta Hawks,1975,76,105.3,,,,,,,43.4,5,3
Portland Trail Blazers,1975,81,102.0,,,,,,,43.2,11,3
Phoenix Suns,1975,78,102.0,,,,,,,41.0,11,3
New Orleans Jazz,1975,80,104.0,,,,,,,40.0,6,3
Boston Celtics,1974,99,105.9,,25.4,8.3,0.7,29.7,,60.6,4,1
Golden State Warriors,1974,83,110.0,,,,,,,60.2,2,3
Buffalo Braves,1974,85,110.6,,,,,,,58.8,1,3
Detroit Pistons,1974,85,101.1,,,,,,,58.8,14,3
Milwaukee Bucks,1974,93,101.7,,22.9,3.0,3.9,31.4,,58.1,10,2
New York Knicks,1974,89,99.3,,,,,,,56.2,16,3
Capital Bullets,1974,54,101.3,,,,,,,55.6,12,3
Chicago Bulls,1974,87,96.5,,,,,,,54.0,17,3
Houston Rockets,1974,77,107.6,,,,,,,49.4,3,3
Los Angeles Lakers,1974,83,105.9,,,,,,,49.4,4,3
Kansas City-Omaha Kings,1974,79,101.6,,,,,,,49.4,11,3
Seattle SuperSonics,1974,73,104.8,,,,,,,47.9,8,3
Cleveland Cavaliers,1974,73,100.7,,,,,,,46.6,15,3
Phoenix Suns,1974,76,105.3,,,,,,,39.5,6,3
Atlanta Hawks,1974,81,104.2,,,,,,,38.3,9,3
Philadelphia 76ers,1974,79,101.2,,,,,,,35.4,13,3
Portland Trail Blazers,1974,78,105.2,,,,,,,32.1,7,3
Boston Celtics,1973,95,112.4,,,,,,,78.9,2,1
Milwaukee Bucks,1973,87,108.3,,,,,,,73.6,5,1
Baltimore Bullets,1973,50,104.4,,,,,,,64.0,13,1
Chicago Bulls,1973,92,103.9,,,21.0,,,,63.0,14,1
New York Knicks,1973,97,102.6,,23.6,,,,,62.9,16,1
Los Angeles Lakers,1973,103,107.8,,17.6,,,,,60.2,8,1
Detroit Pistons,1973,85,107.6,,48.0,,,,,56.5,9,1
Atlanta Hawks,1973,86,113.1,,,23.0,,,,52.3,1,1
Golden State Warriors,1973,92,107.2,,,,,,,50.0,10,1
Cleveland Cavaliers,1973,85,102.7,,,,,,,42.4,15,1
Phoenix Suns,1973,83,110.8,,,,,,,41.0,4,1
Kansas City-Omaha Kings,1973,81,104.9,,,,,,,37.0,12,1
Seattle SuperSonics,1973,85,106.9,,,,,,,36.5,11,1
Portland Trail Blazers,1973,81,108.1,,,,,,,35.8,6,1
Houston Rockets,1973,86,110.9,,,,,,,33.7,3,1
Buffalo Braves,1973,83,108.0,,,,,,,32.5,7,1
Philadelphia 76ers,1973,82,102.3,,,,,,,20.7,17,1
Los Angeles Lakers,1972,94,116.0,,19.4,,,,,78.7,1,1
Boston Celtics,1972,89,114.6,,,,,,,70.8,2,1
Milwaukee Bucks,1972,93,110.4,,,,,,,69.9,8,1
Golden State Warriors,1972,83,109.9,,,,,,,66.3,9,1
New York Knicks,1972,102,106.4,,24.7,,,,,63.7,13,1
Chicago Bulls,1972,86,107.0,,,,,,,62.8,11,1
Phoenix Suns,1972,82,112.9,,,,,,,56.1,3,1
Atlanta Hawks,1972,89,111.0,,,,,,,52.8,4,1
Baltimore Bullets,1972,88,105.7,,,,,,,52.3,15,1
Kansas City-Omaha Kings,1972,42,106.6,,,,,,,47.6,12,1
